DICOFRE;NUTSI_DSG;NUTSI_COD;NUTSII_DSG;NUTSII_COD;NUTSIII_DSG;NUTSIII_COD;DISTRITO_ILHA_DSG;CONCELHO_DSG;FREGUESIA_DSG;AREA_2018_ha;AREA_2018_km2
100806;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;FIGUEIRÓ DOS VINHOS;UNIÃO DAS FREGUESIAS DE FIGUEIRÓ DOS VINHOS E BAIRRADAS;5349,07;53,49
100901;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;AMOR;2348,41;23,48
100902;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;ARRABAL;2008,50;20,09
100907;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;CARANGUEJEIRA;3098,93;30,99
100909;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;COIMBRÃO;5219,38;52,19
100913;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;MACEIRA;4702,70;47,03
100915;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;MILAGRES;1735,45;17,35
100921;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;REGUEIRA DE PONTES;1154,65;11,55
100925;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;BAJOUCA;1227,34;12,27
100926;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;BIDOEIRA DE CIMA;1561,44;15,61
100932;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE COLMEIAS E MEMÓRIA;4656,74;46,57
100933;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE LEIRIA, POUSOS, BARREIRA E CORTES;5226,45;52,26
100934;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE MARRAZES E BAROSA;3280,23;32,80
100935;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE MONTE REAL E CARVIDE;2603,13;26,03
100936;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE MONTE REDONDO E CARREIRA;5091,12;50,91
100937;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE PARCEIROS E AZOIA;2298,64;22,99
100938;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE SANTA CATARINA DA SERRA E CHAINÇA;4119,66;41,20
100939;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE SANTA EUFÉMIA E BOA VISTA;1954,78;19,55
100940;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;LEIRIA;UNIÃO DAS FREGUESIAS DE SOUTO DA CARPALHOSA E ORTIGOSA;4221,31;42,21
101001;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;MARINHA GRANDE;MARINHA GRANDE;13583,45;135,83
101002;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;MARINHA GRANDE;VIEIRA DE LEIRIA;4300,90;43,01
101003;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;MARINHA GRANDE;MOITA;840,84;8,41
101101;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;NAZARÉ;FAMALICÃO;2171,50;21,72
101102;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;NAZARÉ;NAZARÉ;4220,46;42,20
101103;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;NAZARÉ;VALADO DOS FRADES;1851,47;18,51
101201;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;ÓBIDOS;A DOS NEGROS;1749,38;17,49
101202;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;ÓBIDOS;AMOREIRA;1990,66;19,91
101203;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;ÓBIDOS;OLHO MARINHO;1811,81;18,12
101207;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;ÓBIDOS;VAU;3189,20;31,89
101208;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;ÓBIDOS;GAEIRAS;1031,28;10,31
101209;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;ÓBIDOS;USSEIRA;724,04;7,24
101210;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;ÓBIDOS;SANTA MARIA, SÃO PEDRO E SOBRAL DA LAGOA;3659,07;36,59
101301;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PEDRÓGÃO GRANDE;GRAÇA;3143,68;31,44
101302;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PEDRÓGÃO GRANDE;PEDRÓGÃO GRANDE;8025,27;80,25
101303;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PEDRÓGÃO GRANDE;VILA FACAIA;1705,80;17,06
101402;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;PENICHE;ATOUGUIA DA BALEIA;4702,42;47,02
101405;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;PENICHE;SERRA D'EL-REI;892,46;8,92
101406;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;PENICHE;FERREL;1379,26;13,79
101407;CONTINENTE;1;CENTRO;16;OESTE;16B;LEIRIA;PENICHE;PENICHE;780,85;7,81
101501;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;ABIUL;5414,45;54,14
101503;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;ALMAGREIRA;4261,10;42,61
101504;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;CARNIDE;2231,26;22,31
101505;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;CARRIÇO;8305,15;83,05
101506;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;LOURIÇAL;4766,18;47,66
101508;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;PELARIGA;2634,58;26,35
101509;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;POMBAL;9397,59;93,98
101510;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;REDINHA;4138,51;41,39
101513;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;VERMOIL;2280,25;22,80
101514;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;VILA CÃ;3156,92;31,57
101515;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;MEIRINHAS;888,78;8,89
101518;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;UNIÃO DAS FREGUESIAS DE GUIA, ILHA E MATA MOURISCA;8037,05;80,37
101519;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;POMBAL;UNIÃO DAS FREGUESIAS DE SANTIAGO E SÃO SIMÃO DE LITÉM E ALBERGARIA DOS DOZE;7088,46;70,88
101602;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;ALQUEIDÃO DA SERRA;2210,31;22,10
101605;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;CALVARIA DE CIMA;1071,54;10,72
101606;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;JUNCAL;2663,56;26,64
101608;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;MIRA DE AIRE;1562,30;15,62
101609;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;PEDREIRAS;1322,31;13,22
101610;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;SÃO BENTO;4130,01;41,30
101613;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;SERRO VENTOSO;3209,77;32,10
101614;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;PORTO DE MÓS - SÃO JOÃO BAPTISTA E SÃO PEDRO;2818,98;28,19
101615;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;UNIÃO DAS FREGUESIAS DE ALVADOS E ALCARIA;3330,61;33,31
101616;CONTINENTE;1;CENTRO;16;REGIÃO DE LEIRIA;16F;LEIRIA;PORTO DE MÓS;UNIÃO DAS FREGUESIAS DE ARRIMAL E MENDIGA;3864,00;38,64
110106;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;CARNOTA;1808,60;18,09
110107;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;MECA;1412,49;14,12
110108;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;OLHALVO;829,56;8,30
110109;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;OTA;4631,89;46,32
110113;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;VENTOSA;2220,61;22,21
110114;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;VILA VERDE DOS FRANCOS;2813,37;28,13
110117;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;UNIÃO DAS FREGUESIAS DE ABRIGADA E CABANAS DE TORRES;4615,03;46,15
110118;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;UNIÃO DAS FREGUESIAS DE ALDEIA GALEGA DA MERCEANA E ALDEIA GAVINHA;2795,82;27,96
110119;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;UNIÃO DAS FREGUESIAS DE ALENQUER (SANTO ESTÊVÃO E TRIANA);5008,10;50,08
110120;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;UNIÃO DAS FREGUESIAS DE CARREGADO E CADAFAIS;2451,98;24,52
110121;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ALENQUER;UNIÃO DAS FREGUESIAS DE RIBAFRIA E PEREIRO DE PALHACANA;1834,47;18,34
110201;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ARRUDA DOS VINHOS;ARRANHÓ;2147,48;21,47
110202;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ARRUDA DOS VINHOS;ARRUDA DOS VINHOS;3437,87;34,38
110203;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ARRUDA DOS VINHOS;CARDOSAS;601,28;6,01
110204;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;ARRUDA DOS VINHOS;S. TIAGO DOS VELHOS;1609,31;16,09
110301;CONTINENTE;1;ALENTEJO;18;LEZÍRIA DO TEJO;185;LISBOA;AZAMBUJA;ALCOENTRE;4705,33;47,05
110302;CONTINENTE;1;ALENTEJO;18;LEZÍRIA DO TEJO;185;LISBOA;AZAMBUJA;AVEIRAS DE BAIXO;1889,59;18,90
110303;CONTINENTE;1;ALENTEJO;18;LEZÍRIA DO TEJO;185;LISBOA;AZAMBUJA;AVEIRAS DE CIMA;2615,57;26,16
110304;CONTINENTE;1;ALENTEJO;18;LEZÍRIA DO TEJO;185;LISBOA;AZAMBUJA;AZAMBUJA;8110,97;81,11
110306;CONTINENTE;1;ALENTEJO;18;LEZÍRIA DO TEJO;185;LISBOA;AZAMBUJA;VALE DO PARAÍSO;673,32;6,73
110307;CONTINENTE;1;ALENTEJO;18;LEZÍRIA DO TEJO;185;LISBOA;AZAMBUJA;VILA NOVA DA RAINHA;2489,68;24,90
110310;CONTINENTE;1;ALENTEJO;18;LEZÍRIA DO TEJO;185;LISBOA;AZAMBUJA;UNIÃO DAS FREGUESIAS DE MANIQUE DO INTENDENTE, VILA NOVA DE SÃO PEDRO E MAÇUSSA;5781,19;57,81
110401;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;CADAVAL;ALGUBER;1926,16;19,26
110407;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;CADAVAL;PERAL;1646,21;16,46
110409;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;CADAVAL;VERMELHA;1198,70;11,99
110410;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;CADAVAL;VILAR;1692,68;16,93
110411;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;CADAVAL;UNIÃO DAS FREGUESIAS DO CADAVAL E PÊRO MONIZ;3842,63;38,43
110412;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;CADAVAL;UNIÃO DAS FREGUESIAS DE LAMAS E CERCAL;5796,11;57,96
110413;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;CADAVAL;UNIÃO DAS FREGUESIAS DE PAINHO E FIGUEIROS;1386,80;13,87
110501;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;CASCAIS;ALCABIDECHE;3976,74;39,77
110506;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;CASCAIS;SÃO DOMINGOS DE RANA;2036,43;20,36
110507;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;CASCAIS;UNIÃO DAS FREGUESIAS DE CARCAVELOS E PAREDE;810,99;8,11
110508;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;CASCAIS;UNIÃO DAS FREGUESIAS DE CASCAIS E ESTORIL;2916,01;29,16
110601;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;AJUDA;287,66;2,88
110602;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;ALCÂNTARA;507,48;5,07
110607;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;BEATO;248,38;2,48
110608;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;BENFICA;802,49;8,02
110610;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;CAMPOLIDE;277,43;2,77
110611;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;CARNIDE;368,91;3,69
110618;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;LUMIAR;657,49;6,57
110621;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;MARVILA;712,24;7,12
110633;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;OLIVAIS;808,80;8,09
110639;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;SÃO DOMINGOS DE BENFICA;429,43;4,29
110654;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;ALVALADE;534,17;5,34
110655;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;AREEIRO;171,89;1,72
110656;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;ARROIOS;212,78;2,13
110657;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;AVENIDAS NOVAS;299,45;2,99
110658;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;BELÉM;1042,76;10,43
110659;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;CAMPO DE OURIQUE;165,14;1,65
110660;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;ESTRELA;460,40;4,60
110661;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;MISERICÓRDIA;219,22;2,19
110662;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;PARQUE DAS NAÇÕES;543,50;5,44
110663;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;PENHA DE FRANÇA;271,07;2,71
110664;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;SANTA CLARA;335,55;3,36
110665;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;SANTA MARIA MAIOR;301,16;3,01
110666;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;SANTO ANTÓNIO;149,43;1,49
110667;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LISBOA;SÃO VICENTE;198,58;1,99
110702;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;BUCELAS;3396,90;33,97
110705;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;FANHÕES;1162,91;11,63
110707;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;LOURES;3281,50;32,82
110708;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;LOUSA;1652,21;16,52
110726;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;UNIÃO DAS FREGUESIAS DE MOSCAVIDE E PORTELA;165,63;1,66
110727;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;UNIÃO DAS FREGUESIAS DE SACAVÉM E PRIOR VELHO;388,55;3,89
110728;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;UNIÃO DAS FREGUESIAS DE SANTA IRIA DE AZOIA, SÃO JOÃO DA TALHA E BOBADELA;1759,19;17,59
110729;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;UNIÃO DAS FREGUESIAS DE SANTO ANTÃO E SÃO JULIÃO DO TOJAL;2840,80;28,41
110730;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;UNIÃO DAS FREGUESIAS DE SANTO ANTÓNIO DOS CAVALEIROS E FRIELAS;919,71;9,20
110731;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;LOURES;UNIÃO DAS FREGUESIAS DE CAMARATE, UNHOS E APELAÇÃO;1156,59;11,57
110803;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;MOITA DOS FERREIROS;2482,58;24,83
110805;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;REGUENGO GRANDE;1559,12;15,59
110806;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;SANTA BÁRBARA;752,16;7,52
110808;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;VIMEIRO;707,78;7,08
110810;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;RIBAMAR;611,01;6,11
110812;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;UNIÃO DAS FREGUESIAS DE LOURINHÃ E ATALAIA;4648,04;46,48
110813;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;UNIÃO DAS FREGUESIAS DE MIRAGAIA E MARTELEIRA;1946,91;19,47
110814;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;LOURINHÃ;UNIÃO DAS FREGUESIAS DE SÃO BARTOLOMEU DOS GALEGOS E MOLEDO;2009,60;20,10
110902;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;CARVOEIRA;821,29;8,21
110904;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;ENCARNAÇÃO;2851,13;28,51
110906;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;ERICEIRA;1205,01;12,05
110909;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;MAFRA;4795,27;47,95
110911;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;MILHARADO;2443,14;24,43
110913;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;SANTO ISIDORO;2483,19;24,83
110918;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;UNIÃO DAS FREGUESIAS DE AZUEIRA E SOBRAL DA ABELHEIRA;3062,76;30,63
110919;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;UNIÃO DAS FREGUESIAS DE ENXARA DO BISPO, GRADIL E VILA FRANCA DO ROSÁRIO;3164,57;31,65
110920;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;UNIÃO DAS FREGUESIAS DE IGREJA NOVA E CHELEIROS;3706,58;37,07
110921;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;UNIÃO DAS FREGUESIAS DE MALVEIRA E SÃO MIGUEL DE ALCAINÇA;1684,53;16,85
110922;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;MAFRA;UNIÃO DAS FREGUESIAS DE VENDA DO PINHEIRO E SANTO ESTÊVÃO DAS GALÉS;2948,03;29,48
111002;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;OEIRAS;BARCARENA;901,33;9,01
111009;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;OEIRAS;PORTO SALVO;734,29;7,34
111012;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;OEIRAS;UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO;718,28;7,18
111013;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;OEIRAS;UNIÃO DAS FREGUESIAS DE CARNAXIDE E QUEIJAS;881,28;8,81
111014;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;OEIRAS;UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS;1353,13;13,53
111102;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;ALGUEIRÃO-MEM MARTINS;1599,55;16,00
111105;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;COLARES;3337,17;33,37
111108;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;RIO DE MOURO;1649,38;16,49
111115;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;CASAL DE CAMBRA;216,95;2,17
111122;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;UNIÃO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA;598,06;5,98
111123;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;UNIÃO DAS FREGUESIAS DE ALMARGEM DO BISPO, PÊRO PINHEIRO E MONTELAVAR;6406,75;64,07
111124;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;UNIÃO DAS FREGUESIAS DO CACÉM E SÃO MARCOS;444,38;4,44
111125;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;UNIÃO DAS FREGUESIAS DE MASSAMÁ E MONTE ABRAÃO;308,58;3,09
111126;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;UNIÃO DAS FREGUESIAS DE QUELUZ E BELAS;2646,93;26,47
111127;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;UNIÃO DAS FREGUESIAS DE SÃO JOÃO DAS LAMPAS E TERRUGEM;8359,71;83,60
111128;CONTINENTE;1;LISBOA;17;ÁREA METROPOLITANA DE LISBOA;170;LISBOA;SINTRA;UNIÃO DAS FREGUESIAS DE SINTRA (SANTA MARIA E SÃO MIGUEL, SÃO MARTINHO E SÃO PEDRO DE PENAFERRIM);6355,25;63,55
111201;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;SOBRAL DE MONTE AGRAÇO;SANTO QUINTINO;2900,18;29,00
111202;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;SOBRAL DE MONTE AGRAÇO;SAPATARIA;1440,46;14,40
111203;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;SOBRAL DE MONTE AGRAÇO;SOBRAL DE MONTE AGRAÇO;869,68;8,70
111306;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;TORRES VEDRAS;FREIRIA;1343,27;13,43
111310;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;TORRES VEDRAS;PONTE DO ROL;967,28;9,67
111311;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;TORRES VEDRAS;RAMALHAL;3683,52;36,84
111314;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;TORRES VEDRAS;SÃO PEDRO DA CADEIRA;2385,19;23,85
111316;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;TORRES VEDRAS;SILVEIRA;2496,82;24,97
111317;CONTINENTE;1;CENTRO;16;OESTE;16B;LISBOA;TORRES VEDRAS;TURCIFAL;2470,02;24,70
